15:41:07.441,X-gyro rate: -0.107 degrees/sec Y-gyro rate: -0.092 degrees/sec Z-gyro rate: -0.053 degrees/sec
15:41:07.536,X-mag field: 410.34 mG Y-mag field: 286.88 mG Z-mag field: 251.34 mG
15:41:07.629,Temperature is 25.7 degrees C
15:41:08.098,X-acceleration: -16.48 mg Y-acceleration: -34.42 mg Z-acceleration: 1013.79 mg
15:41:08.145,X-gyro rate: 0.267 degrees/sec Y-gyro rate: 0.076 degrees/sec Z-gyro rate: 0.076 degrees/sec
15:41:08.239,X-mag field: 417.60 mG Y-mag field: 301.40 mG Z-mag field: 268.79 mG
15:41:08.332,Temperature is 25.7 degrees C
15:41:08.796,X-acceleration: 13.49 mg Y-acceleration: -26.61 mg Z-acceleration: 949.71 mg
15:41:08.881,X-gyro rate: -0.237 degrees/sec Y-gyro rate: -0.031 degrees/sec Z-gyro rate: -0.069 degrees/sec
15:41:09.008,X-mag field: 410.34 mG Y-mag field: 315.93 mG Z-mag field: 258.32 mG
15:41:09.054,Temperature is 25.7 degrees C
15:41:09.523,X-acceleration: 4.64 mg Y-acceleration: -27.22 mg Z-acceleration: 900.57 mg
15:41:09.617,X-gyro rate: 0.175 degrees/sec Y-gyro rate: 0.107 degrees/sec Z-gyro rate: 1.839 degrees/sec
15:41:09.711,X-mag field: 401.26 mG Y-mag field: 295.95 mG Z-mag field: 246.10 mG
15:41:09.757,Temperature is 25.7 degrees C
15:41:10.240,X-acceleration: 17.27 mg Y-acceleration: -23.68 mg Z-acceleration: 896.85 mg
15:41:10.334,X-gyro rate: -0.450 degrees/sec Y-gyro rate: -0.153 degrees/sec Z-gyro rate: 0.092 degrees/sec
15:41:10.428,X-mag field: 397.63 mG Y-mag field: 292.32 mG Z-mag field: 249.59 mG
15:41:10.474,Temperature is 25.8 degrees C
15:41:10.990,X-acceleration: -4.82 mg Y-acceleration: -33.57 mg Z-acceleration: 898.13 mg
15:41:11.037,X-gyro rate: 0.244 degrees/sec Y-gyro rate: 0.313 degrees/sec Z-gyro rate: 3.372 degrees/sec
15:41:11.146,X-mag field: 401.26 mG Y-mag field: 292.32 mG Z-mag field: 256.57 mG
15:41:11.193,Temperature is 25.8 degrees C
15:41:11.709,X-acceleration: 5.68 mg Y-acceleration: -61.95 mg Z-acceleration: 916.32 mg
15:41:11.755,X-gyro rate: 1.198 degrees/sec Y-gyro rate: -0.305 degrees/sec Z-gyro rate: -3.448 degrees/sec
15:41:11.849,X-mag field: 403.08 mG Y-mag field: 305.03 mG Z-mag field: 219.92 mG
15:41:11.943,Temperature is 25.8 degrees C
15:41:12.405,X-acceleration: 14.47 mg Y-acceleration: -66.47 mg Z-acceleration: 972.96 mg
15:41:12.499,X-gyro rate: -0.221 degrees/sec Y-gyro rate: -0.191 degrees/sec Z-gyro rate: 0.061 degrees/sec
15:41:12.593,X-mag field: 406.71 mG Y-mag field: 301.40 mG Z-mag field: 195.48 mG
15:41:12.655,Temperature is 25.8 degrees C
15:41:13.116,X-acceleration: 12.57 mg Y-acceleration: -18.31 mg Z-acceleration: 1014.53 mg
15:41:13.211,X-gyro rate: -0.092 degrees/sec Y-gyro rate: -0.282 degrees/sec Z-gyro rate: 0.145 degrees/sec
15:41:13.305,X-mag field: 386.74 mG Y-mag field: 295.95 mG Z-mag field: 200.72 mG
15:41:13.399,Temperature is 25.8 degrees C
15:41:13.867,X-acceleration: 2.01 mg Y-acceleration: 0.31 mg Z-acceleration: 958.50 mg
15:41:13.954,X-gyro rate: -0.175 degrees/sec Y-gyro rate: 0.145 degrees/sec Z-gyro rate: 0.076 degrees/sec
15:41:14.049,X-mag field: 392.18 mG Y-mag field: 297.77 mG Z-mag field: 178.03 mG
15:41:14.096,Temperature is 25.8 degrees C
15:41:14.574,X-acceleration: 12.51 mg Y-acceleration: -2.14 mg Z-acceleration: 952.45 mg
15:41:14.668,X-gyro rate: 0.015 degrees/sec Y-gyro rate: 0.092 degrees/sec Z-gyro rate: -0.099 degrees/sec
15:41:14.761,X-mag field: 408.53 mG Y-mag field: 295.95 mG Z-mag field: 228.65 mG
15:41:14.855,Temperature is 25.8 degrees C
15:41:15.324,X-acceleration: 6.77 mg Y-acceleration: -5.74 mg Z-acceleration: 940.98 mg
15:41:15.371,X-gyro rate: -0.061 degrees/sec Y-gyro rate: 0.175 degrees/sec Z-gyro rate: 0.084 degrees/sec
15:41:15.511,X-mag field: 395.82 mG Y-mag field: 283.24 mG Z-mag field: 244.35 mG
15:41:15.558,Temperature is 25.8 degrees C
15:41:16.036,X-acceleration: -16.24 mg Y-acceleration: 7.57 mg Z-acceleration: 913.94 mg
15:41:16.130,X-gyro rate: 0.069 degrees/sec Y-gyro rate: 0.229 degrees/sec Z-gyro rate: -0.023 degrees/sec
15:41:16.223,X-mag field: 395.82 mG Y-mag field: 308.66 mG Z-mag field: 216.43 mG
15:41:16.270,Temperature is 25.8 degrees C
15:41:16.739,X-acceleration: -18.98 mg Y-acceleration: 61.52 mg Z-acceleration: 938.29 mg
15:41:16.833,X-gyro rate: -0.458 degrees/sec Y-gyro rate: 0.374 degrees/sec Z-gyro rate: 0.214 degrees/sec
15:41:16.926,X-mag field: 395.82 mG Y-mag field: 294.14 mG Z-mag field: 209.45 mG
15:41:17.020,Temperature is 25.8 degrees C
15:41:17.469,X-acceleration: 23.74 mg Y-acceleration: 131.16 mg Z-acceleration: 935.61 mg
15:41:17.564,X-gyro rate: -0.107 degrees/sec Y-gyro rate: 0.099 degrees/sec Z-gyro rate: 0.069 degrees/sec
15:41:17.657,X-mag field: 413.97 mG Y-mag field: 301.40 mG Z-mag field: 216.43 mG
15:41:17.751,Temperature is 25.9 degrees C
15:41:18.220,X-acceleration: 4.82 mg Y-acceleration: 151.00 mg Z-acceleration: 963.62 mg
15:41:18.314,X-gyro rate: -0.191 degrees/sec Y-gyro rate: 0.038 degrees/sec Z-gyro rate: 0.145 degrees/sec
15:41:18.407,X-mag field: 423.05 mG Y-mag field: 292.32 mG Z-mag field: 218.17 mG
15:41:18.454,Temperature is 25.9 degrees C
15:41:18.923,X-acceleration: -13.43 mg Y-acceleration: 174.07 mg Z-acceleration: 951.42 mg
15:41:19.017,X-gyro rate: -0.473 degrees/sec Y-gyro rate: -0.061 degrees/sec Z-gyro rate: 0.221 degrees/sec
15:41:19.110,X-mag field: 408.53 mG Y-mag field: 292.32 mG Z-mag field: 239.12 mG
15:41:19.204,Temperature is 25.9 degrees C
15:41:19.667,X-acceleration: -41.56 mg Y-acceleration: 88.13 mg Z-acceleration: 940.55 mg
15:41:19.714,X-gyro rate: -0.160 degrees/sec Y-gyro rate: -0.641 degrees/sec Z-gyro rate: 0.221 degrees/sec
15:41:19.856,X-mag field: 412.16 mG Y-mag field: 288.69 mG Z-mag field: 218.17 mG
15:41:19.903,Temperature is 25.9 degrees C
15:41:20.387,X-acceleration: 60.49 mg Y-acceleration: 178.04 mg Z-acceleration: 1016.91 mg
15:41:20.481,X-gyro rate: 0.069 degrees/sec Y-gyro rate: -0.374 degrees/sec Z-gyro rate: -1.030 degrees/sec
15:41:20.575,X-mag field: 415.79 mG Y-mag field: 277.80 mG Z-mag field: 225.15 mG
15:41:20.621,Temperature is 25.9 degrees C
15:41:21.090,X-acceleration: 44.43 mg Y-acceleration: 111.21 mg Z-acceleration: 963.32 mg
15:41:21.184,X-gyro rate: -0.717 degrees/sec Y-gyro rate: -0.092 degrees/sec Z-gyro rate: -0.595 degrees/sec
15:41:21.278,X-mag field: 432.13 mG Y-mag field: 294.14 mG Z-mag field: 247.84 mG
15:41:21.387,Temperature is 25.9 degrees C
15:41:21.809,X-acceleration: 50.42 mg Y-acceleration: 71.41 mg Z-acceleration: 963.81 mg
15:41:21.902,X-gyro rate: 0.168 degrees/sec Y-gyro rate: 2.090 degrees/sec Z-gyro rate: 1.205 degrees/sec
15:41:21.996,X-mag field: 424.87 mG Y-mag field: 283.24 mG Z-mag field: 251.34 mG
15:41:22.090,Temperature is 25.9 degrees C
15:41:22.552,X-acceleration: -18.92 mg Y-acceleration: -56.58 mg Z-acceleration: 1040.28 mg
15:41:22.646,X-gyro rate: 0.465 degrees/sec Y-gyro rate: -0.282 degrees/sec Z-gyro rate: 0.923 degrees/sec
15:41:22.740,X-mag field: 408.53 mG Y-mag field: 292.32 mG Z-mag field: 211.19 mG
15:41:22.787,Temperature is 25.9 degrees C
15:41:23.255,X-acceleration: -71.17 mg Y-acceleration: -50.11 mg Z-acceleration: 986.88 mg
15:41:23.349,X-gyro rate: -0.275 degrees/sec Y-gyro rate: -0.298 degrees/sec Z-gyro rate: 6.805 degrees/sec
15:41:23.443,X-mag field: 415.79 mG Y-mag field: 281.43 mG Z-mag field: 256.57 mG
15:41:23.536,Temperature is 25.9 degrees C
15:41:24.005,X-acceleration: -119.51 mg Y-acceleration: -89.72 mg Z-acceleration: 916.87 mg
15:41:24.099,X-gyro rate: -0.336 degrees/sec Y-gyro rate: 1.373 degrees/sec Z-gyro rate: 8.682 degrees/sec
15:41:24.193,X-mag field: 397.63 mG Y-mag field: 288.69 mG Z-mag field: 225.15 mG
15:41:24.239,Temperature is 25.9 degrees C
15:41:24.708,X-acceleration: -132.81 mg Y-acceleration: -105.96 mg Z-acceleration: 953.25 mg
15:41:24.802,X-gyro rate: -0.565 degrees/sec Y-gyro rate: -0.931 degrees/sec Z-gyro rate: 12.344 degrees/sec
15:41:24.895,X-mag field: 413.97 mG Y-mag field: 250.56 mG Z-mag field: 251.34 mG
15:41:24.989,Temperature is 25.9 degrees C
15:41:25.458,X-acceleration: -147.46 mg Y-acceleration: -67.08 mg Z-acceleration: 922.18 mg
15:41:25.552,X-gyro rate: -0.893 degrees/sec Y-gyro rate: 0.549 degrees/sec Z-gyro rate: 14.519 degrees/sec
15:41:25.645,X-mag field: 408.53 mG Y-mag field: 230.59 mG Z-mag field: 260.06 mG
